203,261861,86184,
204,261044,87558,
205,257416,89630,
206,255342,90419,
207,249320,89796,
208,244898,86516,
209,240681,86363,
210,238955,86853,
211,233686,90050,
212,233140,96521,
214,217779,95893,
215,219167,87725,
216,219003,71848,
217,220776,62907,
218,220790,51907,
254,275482,62910,
314,236800,58317,
316,225120,58309,
330,260062,69018,
339,193885,52727,
342,176405,52755,
343,170589,52758,
344,164771,52762,
346,153129,52780,
349,153226,46350,
355,188067,46350,
356,193865,46357,
364,324124,58362,
400,201780,64217,
401,202106,63077,
502,336443,86182,
503,342220,87393,
504,349748,90086,
505,350520,95824,
506,351597,89697,
507,355390,89625,
508,359296,86628,
509,364090,86341,
510,367597,78832,
511,369757,89845,
512,369752,95251,
513,385545,88345,
514,388747,92246,
515,384437,79668,
516,386249,79421,
517,385644,79968,
518,407729,79551,
519,410347,79047,
520,426349,79538,
521,439134,95987,
522,439777,87988,
523,439660,71422,
524,439140,62538,
525,439125,52092,
526,433621,41516,
527,426735,41507,
528,412998,41503,
529,399270,41504,
530,387345,44550,
531,384431,41057,
532,382607,43165,
533,378308,41475,
534,371435,41489,
535,357697,41476,
536,350810,41469,
537,337094,41481,
538,331681,51939,
539,331658,62938,
540,331657,79822,
541,350507,79841,
542,338819,61925,
543,345967,62501,
544,349881,61941,
545,355928,62152,
546,361690,61949,
547,369086,62180,
548,378397,61959,
549,379179,66368,
550,384456,62528,
551,390793,68362,
552,391579,61956,
553,400279,61460,
554,408289,61980,
555,416192,61974,
556,420081,61975,
557,424538,61470,
558,429978,61968,
559,439924,58779,
560,439745,48813,
561,386386,51934,
562,384446,51517,
563,314612,68618,
564,298114,69491,
565,291514,68984,
566,298668,61926,
567,310474,61957,
568,322274,62019,
569,291519,48928,
570,308019,49412,
571,328583,48855,
576,286554,62158,
577,275369,51513,
578,273556,52077,
579,273921,67904,
580,263265,69480,
581,250065,68600,
582,236971,69477,
583,227081,68967,
584,219092,63876,
585,234121,61906,
586,245924,61935,
587,257733,62003,
588,265908,58329,
589,265888,47713,
590,254247,47419,
591,242599,47695,
592,236779,47531,
593,230963,47685,
594,424004,49156,
595,407500,48292,
596,394302,48752,
597,397581,68786,
598,410789,68956,
599,427286,68304,
600,324595,68939,
601,342720,68628,
602,349329,69138,
603,365837,68454,
604,267328,41365,
605,258044,40691,
606,254122,41366,
607,246822,41487,
608,244818,40674,
609,239845,41360,
610,235626,40677,
611,226094,41346,
612,218563,41027,
613,210955,41339,
614,205764,41439,
615,198874,41327,
616,190660,40667,
617,181554,41343,
618,178394,40666,
619,176136,41331,
620,160288,41449,
621,154445,41331,
622,143165,41333,
623,133165,41204,
